"ensembl_gene_id"	"external_gene_name"	"mmusculus_homolog_ensembl_gene"	"mmusculus_homolog_associated_gene_name"	"mmusculus_homolog_perc_id"	"mmusculus_homolog_perc_id_r1"	"mmusculus_homolog_orthology_confidence"	"mmusculus_homolog_goc_score"	"Mean"
"17025"	"ENSG00000268041"	"AC010616.1"	"ENSMUSG00000108367"	"Gm4881"	92.9379	93.4659	1	100	93.2019
"50828"	"ENSG00000267477"	"AC008481.3"	"ENSMUSG00000111842"	"Gm49318"	97.8723	97.8723	1	100	97.8723
"21304"	"ENSG00000165506"	"DNAAF2"	"ENSMUSG00000113149"	"Gm49383"	15.7706	50.9653	0	50	33.36795
"32276"	"ENSG00000062194"	"GPBP1"	"ENSMUSG00000116016"	"Gm49496"	47.2617	94.7154	0	100	70.98855
"38530"	"ENSG00000285304"	"Z83844.3"	"ENSMUSG00000116069"	"Gm49510"	82.8099	84.0604	1	75	83.43515
"29648"	"ENSG00000284491"	"THSD8"	"ENSMUSG00000111184"	"Gm49661"	61.7391	63.3929	1	100	62.566
"21215"	"ENSG00000237452"	"BHMG1"	"ENSMUSG00000085601"	"Gm4969"	47.9624	54.0636	0	100	51.013
"51363"	"ENSG00000214226"	"C17orf67"	"ENSMUSG00000072553"	"Gm525"	84.4444	84.4444	1	100	84.4444
"63650"	"ENSG00000179476"	"C14orf28"	"ENSMUSG00000047227"	"Gm527"	96.4516	96.4516	1	100	96.4516
"67384"	"ENSG00000248767"	"AC187653.1"	"ENSMUSG00000094504"	"Gm5294"	74.2489	80.0926	1	75	77.17075
"39626"	"ENSG00000241224"	"C3orf85"	"ENSMUSG00000110573"	"Gm5485"	61.1111	60.4396	1	100	60.77535
"46539"	"ENSG00000180425"	"C11orf71"	"ENSMUSG00000042293"	"Gm5617"	50.3401	63.2479	1	100	56.794
"8438"	"ENSG00000175262"	"C1orf127"	"ENSMUSG00000070577"	"Gm572"	30.6197	63.1579	0	100	46.8888
"39334"	"ENSG00000183921"	"SDR42E2"	"ENSMUSG00000109392"	"Gm5737"	84.3602	84.1608	1	100	84.2605
"58673"	"ENSG00000283516"	"AC022167.5"	"ENSMUSG00000107252"	"Gm5767"	69.4444	64.1026	1	100	66.7735
"33780"	"ENSG00000180878"	"C11orf42"	"ENSMUSG00000078611"	"Gm5901"	86.4865	86.4865	1	75	86.4865
"36801"	"ENSG00000204165"	"CXorf65"	"ENSMUSG00000090141"	"Gm614"	54.0984	51.8325	1	100	52.96545
"21212"	"ENSG00000165502"	"RPL36AL"	"ENSMUSG00000104043"	"Gm6525"	93.3962	93.3962	0	0	93.3962
"34937"	"ENSG00000226490"	"AC138647.1"	"ENSMUSG00000086361"	"Gm6569"	67.1875	73.7143	1	100	70.4509
"45882"	"ENSG00000196553"	"CCDC196"	"ENSMUSG00000099418"	"Gm6657"	64.9832	69.6751	1	100	67.32915
"61069"	"ENSG00000203933"	"CXorf66"	"ENSMUSG00000079583"	"Gm7073"	29.0859	31.3433	0	100	30.2146
"27266"	"ENSG00000114125"	"RNF7"	"ENSMUSG00000048185"	"Gm7075"	91.1504	91.9643	0	0	91.55735
"21147"	"ENSG00000250821"	"EXOC1L"	"ENSMUSG00000091204"	"Gm7271"	90.1163	90.1163	1	100	90.1163
"18735"	"ENSG00000242120"	"MDFIC2"	"ENSMUSG00000090667"	"Gm765"	81.4815	81.4815	1	100	81.4815
"51933"	"ENSG00000175820"	"CCDC168"	"ENSMUSG00000091844"	"Gm8251"	10.9307	38.8164	0	100	24.87355
"18161"	"ENSG00000169314"	"C22orf15"	"ENSMUSG00000050157"	"Gm867"	34.3949	35.7616	0	75	35.07825
"46310"	"ENSG00000283267"	"FAM237B"	"ENSMUSG00000073234"	"Gm8773"	72.6619	76.5152	1	100	74.58855
"23981"	"ENSG00000178776"	"C5orf46"	"ENSMUSG00000071858"	"Gm94"	70.1149	65.5914	1	100	67.85315
"57937"	"ENSG00000204544"	"MUC21"	"ENSMUSG00000090588"	"Gm9573"	35.689	12.5778	0	75	24.1334
"69022"	"ENSG00000173715"	"C11orf80"	"ENSMUSG00000071691"	"Gm960"	53.3235	47.9416	0	100	50.63255
"67985"	"ENSG00000182329"	"KIAA2012"	"ENSMUSG00000047361"	"Gm973"	52.7519	58.8291	1	100	55.7905
"65736"	"ENSG00000283536"	"AC021072.1"	"ENSMUSG00000097050"	"Gm9918"	69.7674	68.9655	1	100	69.36645
"8555"	"ENSG00000087338"	"GMCL1"	"ENSMUSG00000001157"	"Gmcl1"	90.8738	89.313	1	100	90.0934
"19437"	"ENSG00000112699"	"GMDS"	"ENSMUSG00000038372"	"Gmds"	97.043	97.043	1	100	97.043
"26668"	"ENSG00000162419"	"GMEB1"	"ENSMUSG00000028901"	"Gmeb1"	93.3682	95.1957	1	75	94.28195
"7733"	"ENSG00000101216"	"GMEB2"	"ENSMUSG00000038705"	"Gmeb2"	93.9623	93.9623	1	100	93.9623
"50472"	"ENSG00000197045"	"GMFB"	"ENSMUSG00000062014"	"Gmfb"	97.8873	97.8873	1	100	97.8873
"60837"	"ENSG00000130755"	"GMFG"	"ENSMUSG00000060791"	"Gmfg"	93.662	93.662	1	100	93.662
"42733"	"ENSG00000089639"	"GMIP"	"ENSMUSG00000036246"	"Gmip"	81.7526	81.6684	1	75	81.7105
"30135"	"ENSG00000104499"	"GML"	"ENSMUSG00000068349"	"Gml"	48.1013	43.1818	0	0	45.64155
"34040"	"ENSG00000205835"	"GMNC"	"ENSMUSG00000068428"	"Gmnc"	78.4431	77.2861	1	100	77.8646
"13678"	"ENSG00000112312"	"GMNN"	"ENSMUSG00000006715"	"Gmnn"	77.512	78.6408	1	100	78.0764
"6632"	"ENSG00000144591"	"GMPPA"	"ENSMUSG00000033021"	"Gmppa"	97.619	97.619	1	100	97.619
"20932"	"ENSG00000173540"	"GMPPB"	"ENSMUSG00000070284"	"Gmppb"	91.2145	98.0556	1	75	94.63505
"16603"	"ENSG00000137198"	"GMPR"	"ENSMUSG00000000253"	"Gmpr"	95.3623	95.3623	1	100	95.3623
"57921"	"ENSG00000100938"	"GMPR2"	"ENSMUSG00000002326"	"Gmpr2"	77.5176	95.1149	1	100	86.31625
"59027"	"ENSG00000163655"	"GMPS"	"ENSMUSG00000027823"	"Gmps"	97.6912	97.6912	1	100	97.6912
"40065"	"ENSG00000088256"	"GNA11"	"ENSMUSG00000034781"	"Gna11"	98.0501	98.0501	1	100	98.0501
"16986"	"ENSG00000146535"	"GNA12"	"ENSMUSG00000000149"	"Gna12"	97.6378	98.153	1	100	97.8954
"27232"	"ENSG00000120063"	"GNA13"	"ENSMUSG00000020611"	"Gna13"	96.817	96.817	1	50	96.817
"51462"	"ENSG00000156049"	"GNA14"	"ENSMUSG00000024697"	"Gna14"	96.9014	96.9014	1	100	96.9014
"41873"	"ENSG00000060558"	"GNA15"	"ENSMUSG00000034792"	"Gna15"	84.7594	84.7594	1	100	84.7594
"60114"	"ENSG00000127955"	"GNAI1"	"ENSMUSG00000057614"	"Gnai1"	100	100	1	75	100
"25459"	"ENSG00000114353"	"GNAI2"	"ENSMUSG00000032562"	"Gnai2"	98.3099	98.3099	1	100	98.3099
"46579"	"ENSG00000065135"	"GNAI3"	"ENSMUSG00000000001"	"Gnai3"	98.3051	98.3051	1	100	98.3051
"19929"	"ENSG00000141404"	"GNAL"	"ENSMUSG00000024524"	"Gnal"	91.048	93.0804	1	50	92.0642
"35269"	"ENSG00000087258"	"GNAO1"	"ENSMUSG00000031748"	"Gnao1"	97.7401	97.7401	1	100	97.7401
"14525"	"ENSG00000087460"	"GNAS"	"ENSMUSG00000027523"	"Gnas"	71.649	65.5781	1	100	68.61355
"24334"	"ENSG00000114349"	"GNAT1"	"ENSMUSG00000034837"	"Gnat1"	99.4286	99.4286	1	100	99.4286
"46560"	"ENSG00000134183"	"GNAT2"	"ENSMUSG00000009108"	"Gnat2"	95.7627	95.7627	1	100	95.7627
"13076"	"ENSG00000214415"	"GNAT3"	"ENSMUSG00000028777"	"Gnat3"	95.4802	95.4802	1	75	95.4802
"65488"	"ENSG00000128266"	"GNAZ"	"ENSMUSG00000040009"	"Gnaz"	98.3099	98.3099	1	75	98.3099
"24201"	"ENSG00000078369"	"GNB1"	"ENSMUSG00000029064"	"Gnb1"	100	100	1	100	100
"17877"	"ENSG00000185838"	"GNB1L"	"ENSMUSG00000000884"	"Gnb1l"	78.2875	78.5276	1	100	78.40755
"36322"	"ENSG00000172354"	"GNB2"	"ENSMUSG00000029713"	"Gnb2"	100	100	1	100	100
"50599"	"ENSG00000111664"	"GNB3"	"ENSMUSG00000023439"	"Gnb3"	97.0588	97.0588	1	100	97.0588
"39645"	"ENSG00000114450"	"GNB4"	"ENSMUSG00000027669"	"Gnb4"	96.7647	96.7647	1	100	96.7647
"31709"	"ENSG00000069966"	"GNB5"	"ENSMUSG00000032192"	"Gnb5"	99.2405	99.2405	1	100	99.2405
"34723"	"ENSG00000159921"	"GNE"	"ENSMUSG00000028479"	"Gne"	97.0784	97.0784	1	100	97.0784
"18219"	"ENSG00000242616"	"GNG10"	"ENSMUSG00000038607"	"Gng10"	95.5882	95.5882	1	100	95.5882
"43592"	"ENSG00000127920"	"GNG11"	"ENSMUSG00000032766"	"Gng11"	100	100	1	75	100
"40425"	"ENSG00000172380"	"GNG12"	"ENSMUSG00000036402"	"Gng12"	97.2222	97.2222	1	50	97.2222
"32600"	"ENSG00000127588"	"GNG13"	"ENSMUSG00000025739"	"Gng13"	95.5224	95.5224	1	100	95.5224
"68209"	"ENSG00000186469"	"GNG2"	"ENSMUSG00000043004"	"Gng2"	100	100	1	50	100
"57487"	"ENSG00000162188"	"GNG3"	"ENSMUSG00000071658"	"Gng3"	100	100	1	75	100
"6697"	"ENSG00000168243"	"GNG4"	"ENSMUSG00000021303"	"Gng4"	98.6667	98.6667	1	100	98.6667
"27502"	"ENSG00000176533"	"GNG7"	"ENSMUSG00000048240"	"Gng7"	94.1176	92.7536	1	100	93.4356
"20383"	"ENSG00000167414"	"GNG8"	"ENSMUSG00000063594"	"Gng8"	98.5714	98.5714	1	100	98.5714
"42358"	"ENSG00000127928"	"GNGT1"	"ENSMUSG00000029663"	"Gngt1"	97.2973	97.2973	1	75	97.2973
"59303"	"ENSG00000167083"	"GNGT2"	"ENSMUSG00000038811"	"Gngt2"	82.6087	82.6087	1	100	82.6087
"50721"	"ENSG00000204590"	"GNL1"	"ENSMUSG00000024429"	"Gnl1"	93.2455	93.2455	1	100	93.2455
"20457"	"ENSG00000134697"	"GNL2"	"ENSMUSG00000028869"	"Gnl2"	85.2257	85.5769	1	100	85.4013
"13898"	"ENSG00000163938"	"GNL3"	"ENSMUSG00000042354"	"Gnl3"	70.4918	71.9331	1	100	71.21245
"47433"	"ENSG00000130119"	"GNL3L"	"ENSMUSG00000025266"	"Gnl3l"	87.1134	87.8683	1	100	87.49085
"24635"	"ENSG00000124713"	"GNMT"	"ENSMUSG00000002769"	"Gnmt"	91.5254	92.1502	1	100	91.8378
"65596"	"ENSG00000116906"	"GNPAT"	"ENSMUSG00000031985"	"Gnpat"	81.0294	81.2684	1	100	81.1489
"23282"	"ENSG00000113552"	"GNPDA1"	"ENSMUSG00000052102"	"Gnpda1"	96.1938	96.1938	1	100	96.1938
"48443"	"ENSG00000163281"	"GNPDA2"	"ENSMUSG00000029209"	"Gnpda2"	97.1014	97.1014	1	100	97.1014
"38203"	"ENSG00000100522"	"GNPNAT1"	"ENSMUSG00000037722"	"Gnpnat1"	98.3696	98.3696	1	100	98.3696
"8177"	"ENSG00000111670"	"GNPTAB"	"ENSMUSG00000035311"	"Gnptab"	86.0669	87.5304	1	75	86.79865
"27717"	"ENSG00000090581"	"GNPTG"	"ENSMUSG00000035521"	"Gnptg"	78.6885	78.1759	1	100	78.4322
"64542"	"ENSG00000147437"	"GNRH1"	"ENSMUSG00000015812"	"Gnrh1"	71.7391	73.3333	1	100	72.5362
"22637"	"ENSG00000109163"	"GNRHR"	"ENSMUSG00000029255"	"Gnrhr"	89.3293	89.6024	1	100	89.46585
"67539"	"ENSG00000135677"	"GNS"	"ENSMUSG00000034707"	"Gns"	89.4928	90.8088	1	100	90.1508
"22312"	"ENSG00000136935"	"GOLGA1"	"ENSMUSG00000026754"	"Golga1"	81.3559	82.3219	1	100	81.8389
"5867"	"ENSG00000090615"	"GOLGA3"	"ENSMUSG00000029502"	"Golga3"	81.1081	81.7081	1	100	81.4081
"57140"	"ENSG00000144674"	"GOLGA4"	"ENSMUSG00000038708"	"Golga4"	70.9764	71.1349	1	50	71.05565
"8252"	"ENSG00000066455"	"GOLGA5"	"ENSMUSG00000021192"	"Golga5"	83.4473	83.6763	1	100	83.5618
"50001"	"ENSG00000147533"	"GOLGA7"	"ENSMUSG00000015341"	"Golga7"	99.2701	99.2701	1	100	99.2701
"21736"	"ENSG00000155265"	"GOLGA7B"	"ENSMUSG00000042532"	"Golga7b"	98.8024	98.8024	1	100	98.8024
"53988"	"ENSG00000173230"	"GOLGB1"	"ENSMUSG00000034243"	"Golgb1"	75.0076	75.7258	1	100	75.3667
"25916"	"ENSG00000173905"	"GOLIM4"	"ENSMUSG00000034109"	"Golim4"	81.4655	83.0161	1	50	82.2408
"68223"	"ENSG00000135052"	"GOLM1"	"ENSMUSG00000021556"	"Golm1"	64.0898	65.3944	1	50	64.7421
"18386"	"ENSG00000113384"	"GOLPH3"	"ENSMUSG00000022200"	"Golph3"	98.6577	98.6577	1	100	98.6577
"34596"	"ENSG00000143457"	"GOLPH3L"	"ENSMUSG00000046519"	"Golph3l"	95.0877	79.0087	1	100	87.0482
"68995"	"ENSG00000174567"	"GOLT1A"	"ENSMUSG00000103421"	"Golt1a"	86.3636	85.7143	1	100	86.03895
"37651"	"ENSG00000111711"	"GOLT1B"	"ENSMUSG00000030245"	"Golt1b"	98.5507	98.5507	1	100	98.5507
"66853"	"ENSG00000116580"	"GON4L"	"ENSMUSG00000054199"	"Gon4l"	73.6278	73.595	1	100	73.6114
"8407"	"ENSG00000170270"	"GON7"	"ENSMUSG00000091931"	"Gon7"	64	65.3061	1	75	64.65305
"39067"	"ENSG00000047932"	"GOPC"	"ENSMUSG00000019861"	"Gopc"	90.4762	91.8681	1	75	91.17215
"66348"	"ENSG00000120370"	"GORAB"	"ENSMUSG00000040124"	"Gorab"	70.3046	75.2717	1	100	72.78815
"29595"	"ENSG00000114745"	"GORASP1"	"ENSMUSG00000032513"	"Gorasp1"	82.9545	81.8386	1	100	82.39655
"67127"	"ENSG00000115806"	"GORASP2"	"ENSMUSG00000014959"	"Gorasp2"	90.2655	90.4656	1	100	90.36555
"28313"	"ENSG00000108587"	"GOSR1"	"ENSMUSG00000010392"	"Gosr1"	97.6	97.6	1	50	97.6
"49007"	"ENSG00000108433"	"GOSR2"	"ENSMUSG00000020946"	"Gosr2"	67.3152	81.6038	1	75	74.4595
"35026"	"ENSG00000120053"	"GOT1"	"ENSMUSG00000025190"	"Got1"	90.799	90.799	1	100	90.799
"46590"	"ENSG00000169154"	"GOT1L1"	"ENSMUSG00000039720"	"Got1l1"	71.2589	74.2574	1	75	72.75815
"38362"	"ENSG00000125166"	"GOT2"	"ENSMUSG00000031672"	"Got2"	94.6512	94.6512	1	100	94.6512
"29113"	"ENSG00000185245"	"GP1BA"	"ENSMUSG00000050675"	"Gp1ba"	58.8957	52.3161	1	100	55.6059
"15321"	"ENSG00000203618"	"GP1BB"	"ENSMUSG00000050761"	"Gp1bb"	87.3786	84.1122	1	75	85.7454
"30727"	"ENSG00000169347"	"GP2"	"ENSMUSG00000030954"	"Gp2"	67.0391	67.4157	1	100	67.2274
"33872"	"ENSG00000178732"	"GP5"	"ENSMUSG00000047953"	"Gp5"	70.5357	69.6649	1	100	70.1003
"48597"	"ENSG00000088053"	"GP6"	"ENSMUSG00000078810"	"Gp6"	30.1613	59.7444	0	75	44.95285
"8405"	"ENSG00000169704"	"GP9"	"ENSMUSG00000030054"	"Gp9"	71.1864	71.1864	1	75	71.1864
"61751"	"ENSG00000143167"	"GPA33"	"ENSMUSG00000000544"	"Gpa33"	66.1442	66.1442	1	100	66.1442
"34616"	"ENSG00000197858"	"GPAA1"	"ENSMUSG00000022561"	"Gpaa1"	91.3043	91.3043	1	100	91.3043
"35374"	"ENSG00000119927"	"GPAM"	"ENSMUSG00000024978"	"Gpam"	92.7536	92.8658	1	100	92.8097
"25788"	"ENSG00000204438"	"GPANK1"	"ENSMUSG00000092417"	"Gpank1"	78.9326	75.5376	1	100	77.2351
"58641"	"ENSG00000186281"	"GPAT2"	"ENSMUSG00000046338"	"Gpat2"	83.1447	82.5219	1	50	82.8333
"68871"	"ENSG00000138678"	"GPAT3"	"ENSMUSG00000029314"	"Gpat3"	94.2396	93.379	1	100	93.8093
"51832"	"ENSG00000158669"	"GPAT4"	"ENSMUSG00000031545"	"Gpat4"	97.5877	97.5877	1	100	97.5877
"36226"	"ENSG00000076650"	"GPATCH1"	"ENSMUSG00000063808"	"Gpatch1"	84.2105	84.3011	1	100	84.2558
"52967"	"ENSG00000152133"	"GPATCH11"	"ENSMUSG00000050668"	"Gpatch11"	82.1053	88.6364	1	100	85.37085
"59625"	"ENSG00000092978"	"GPATCH2"	"ENSMUSG00000039210"	"Gpatch2"	84.4697	84.63	1	100	84.54985
"25429"	"ENSG00000089916"	"GPATCH2L"	"ENSMUSG00000021254"	"Gpatch2l"	85.6846	85.6846	1	75	85.6846
"61872"	"ENSG00000198746"	"GPATCH3"	"ENSMUSG00000028850"	"Gpatch3"	84.1905	84.1905	1	75	84.1905
"7208"	"ENSG00000160818"	"GPATCH4"	"ENSMUSG00000028069"	"Gpatch4"	56.2667	50.8434	1	100	53.55505
"19113"	"ENSG00000186566"	"GPATCH8"	"ENSMUSG00000034621"	"Gpatch8"	90.1465	89.9668	1	100	90.05665
"61195"	"ENSG00000179921"	"GPBAR1"	"ENSMUSG00000064272"	"Gpbar1"	83.3333	83.5866	1	100	83.45995
"58662"	"ENSG00000159592"	"GPBP1L1"	"ENSMUSG00000034042"	"Gpbp1l1"	89.0295	89.2178	1	100	89.12365
"66238"	"ENSG00000063660"	"GPC1"	"ENSMUSG00000034220"	"Gpc1"	88.7097	88.8689	1	100	88.7893
"5962"	"ENSG00000213420"	"GPC2"	"ENSMUSG00000029510"	"Gpc2"	82.2107	82.2107	1	75	82.2107
"68900"	"ENSG00000147257"	"GPC3"	"ENSMUSG00000055653"	"Gpc3"	90.3814	94.1278	1	100	92.2546
"68679"	"ENSG00000076716"	"GPC4"	"ENSMUSG00000031119"	"Gpc4"	94.7842	94.614	1	100	94.6991
"18083"	"ENSG00000179399"	"GPC5"	"ENSMUSG00000022112"	"Gpc5"	85.6643	85.6643	1	100	85.6643
"18903"	"ENSG00000183098"	"GPC6"	"ENSMUSG00000058571"	"Gpc6"	96.7568	95.0443	1	100	95.90055
"30857"	"ENSG00000125772"	"GPCPD1"	"ENSMUSG00000027346"	"Gpcpd1"	92.8571	92.4444	1	100	92.65075
"51678"	"ENSG00000167588"	"GPD1"	"ENSMUSG00000023019"	"Gpd1"	93.9828	93.9828	1	100	93.9828
"17897"	"ENSG00000152642"	"GPD1L"	"ENSMUSG00000050627"	"Gpd1l"	95.1567	95.1567	1	100	95.1567
"46131"	"ENSG00000115159"	"GPD2"	"ENSMUSG00000026827"	"Gpd2"	93.1224	93.1224	1	100	93.1224
"27041"	"ENSG00000164850"	"GPER1"	"ENSMUSG00000053647"	"Gper1"	86.9333	86.9333	1	100	86.9333
"63685"	"ENSG00000149735"	"GPHA2"	"ENSMUSG00000024784"	"Gpha2"	81.3953	82.0312	1	100	81.71325
"21903"	"ENSG00000179600"	"GPHB5"	"ENSMUSG00000048982"	"Gphb5"	86.9231	86.9231	1	100	86.9231
"45716"	"ENSG00000171723"	"GPHN"	"ENSMUSG00000047454"	"Gphn"	98.4395	98.057	1	100	98.24825
"19456"	"ENSG00000105220"	"GPI"	"ENSMUSG00000036427"	"Gpi1"	82.7471	88.5305	1	75	85.6388
"33743"	"ENSG00000277494"	"GPIHBP1"	"ENSMUSG00000022579"	"Gpihbp1"	52.7174	42.5439	0	100	47.63065
"68001"	"ENSG00000068394"	"GPKOW"	"ENSMUSG00000031148"	"Gpkow"	73.9496	72.1311	1	100	73.04035
"25914"	"ENSG00000112293"	"GPLD1"	"ENSMUSG00000021340"	"Gpld1"	79.2857	79.0974	1	100	79.19155
"44737"	"ENSG00000150625"	"GPM6A"	"ENSMUSG00000031517"	"Gpm6a"	98.9209	98.9209	1	100	98.9209
"22401"	"ENSG00000046653"	"GPM6B"	"ENSMUSG00000031342"	"Gpm6b"	98.1707	98.1707	1	100	98.1707
"29864"	"ENSG00000198522"	"GPN1"	"ENSMUSG00000064037"	"Gpn1"	87.1134	90.8602	1	100	88.9868
"61219"	"ENSG00000142751"	"GPN2"	"ENSMUSG00000028848"	"Gpn2"	96.129	96.129	1	100	96.129
"36317"	"ENSG00000111231"	"GPN3"	"ENSMUSG00000029464"	"Gpn3"	79.8762	90.8451	1	100	85.36065
"24114"	"ENSG00000136235"	"GPNMB"	"ENSMUSG00000029816"	"Gpnmb"	70.2797	70.0348	1	50	70.15725
"6630"	"ENSG00000183671"	"GPR1"	"ENSMUSG00000046856"	"Gpr1"	80	80.4533	1	100	80.22665
"56083"	"ENSG00000165370"	"GPR101"	"ENSMUSG00000036357"	"Gpr101"	70.2756	69.863	1	100	70.0693
"45372"	"ENSG00000148358"	"GPR107"	"ENSMUSG00000000194"	"Gpr107"	77.5	84.392	1	100	80.946
"15468"	"ENSG00000125734"	"GPR108"	"ENSMUSG00000005823"	"Gpr108"	82.5046	78.7346	1	100	80.6196
"54124"	"ENSG00000147262"	"GPR119"	"ENSMUSG00000051209"	"Gpr119"	82.0896	82.0896	1	100	82.0896
"18159"	"ENSG00000132975"	"GPR12"	"ENSMUSG00000041468"	"Gpr12"	93.7126	93.7126	1	100	93.7126
"60056"	"ENSG00000181619"	"GPR135"	"ENSMUSG00000043398"	"Gpr135"	76.7206	82.9322	1	100	79.8264
"18335"	"ENSG00000173264"	"GPR137"	"ENSMUSG00000024958"	"Gpr137"	71.3684	85.6061	1	100	78.48725
"6866"	"ENSG00000077585"	"GPR137B"	"ENSMUSG00000021306"	"Gpr137b"	91.2281	94.5455	1	50	92.8868
"34531"	"ENSG00000180998"	"GPR137C"	"ENSMUSG00000049092"	"Gpr137c"	91.1422	92.435	1	100	91.7886
"30569"	"ENSG00000180269"	"GPR139"	"ENSMUSG00000066197"	"Gpr139"	93.7677	95.942	1	100	94.85485
"22040"	"ENSG00000187037"	"GPR141"	"ENSMUSG00000053101"	"Gpr141"	80.9836	80.9836	1	100	80.9836
"49182"	"ENSG00000257008"	"GPR142"	"ENSMUSG00000034677"	"Gpr142"	54.329	67.655	1	100	60.992
"65037"	"ENSG00000101850"	"GPR143"	"ENSMUSG00000025333"	"Gpr143"	77.9703	77.7778	1	50	77.87405
"27115"	"ENSG00000164849"	"GPR146"	"ENSMUSG00000044197"	"Gpr146"	74.1742	74.1742	1	100	74.1742
"51539"	"ENSG00000174948"	"GPR149"	"ENSMUSG00000043441"	"Gpr149"	79.0698	78.9617	1	100	79.01575
"68024"	"ENSG00000154165"	"GPR15"	"ENSMUSG00000047293"	"Gpr15"	76.3889	76.3889	1	100	76.3889
"18740"	"ENSG00000173250"	"GPR151"	"ENSMUSG00000042816"	"Gpr151"	77.327	76.7773	1	100	77.05215
"57511"	"ENSG00000175514"	"GPR152"	"ENSMUSG00000044724"	"Gpr152"	77.6596	71.4286	1	100	74.5441
"42111"	"ENSG00000158292"	"GPR153"	"ENSMUSG00000042804"	"Gpr153"	83.4154	80.5071	1	100	81.96125
"7217"	"ENSG00000163328"	"GPR155"	"ENSMUSG00000041762"	"Gpr155"	89.8851	90.0922	1	100	89.98865
"34013"	"ENSG00000175697"	"GPR156"	"ENSMUSG00000046961"	"Gpr156"	70.2703	71.6792	1	100	70.97475
"39929"	"ENSG00000180758"	"GPR157"	"ENSMUSG00000047875"	"Gpr157"	83.8806	85.1515	1	100	84.51605
"36970"	"ENSG00000151025"	"GPR158"	"ENSMUSG00000045967"	"Gpr158"	86.0905	87.1667	1	100	86.6286
"14612"	"ENSG00000173890"	"GPR160"	"ENSMUSG00000037661"	"Gpr160"	65.9763	66.369	1	100	66.17265
"67625"	"ENSG00000143147"	"GPR161"	"ENSMUSG00000040836"	"Gpr161"	91.439	92.1101	1	100	91.77455
"31585"	"ENSG00000250510"	"GPR162"	"ENSMUSG00000038390"	"Gpr162"	95.7483	95.7483	1	100	95.7483
"66528"	"ENSG00000144230"	"GPR17"	"ENSMUSG00000052229"	"Gpr17"	83.3787	90.2655	1	75	86.8221
"65892"	"ENSG00000174946"	"GPR171"	"ENSMUSG00000050075"	"Gpr171"	89.6552	89.6552	1	100	89.6552
"58367"	"ENSG00000184194"	"GPR173"	"ENSMUSG00000056679"	"Gpr173"	99.4638	99.4638	1	50	99.4638
"66575"	"ENSG00000147138"	"GPR174"	"ENSMUSG00000073008"	"Gpr174"	88.2883	87.7612	1	100	88.02475
"27665"	"ENSG00000166073"	"GPR176"	"ENSMUSG00000040133"	"Gpr176"	90.2913	90.2913	1	100	90.2913
"15541"	"ENSG00000277399"	"GPR179"	"ENSMUSG00000070337"	"Gpr179"	64.3853	66.4632	1	75	65.42425
"56387"	"ENSG00000125245"	"GPR18"	"ENSMUSG00000050350"	"Gpr18"	85.8006	85.8006	1	100	85.8006
"22441"	"ENSG00000152749"	"GPR180"	"ENSMUSG00000022131"	"Gpr180"	86.8182	86.6213	1	100	86.71975
"37993"	"ENSG00000166856"	"GPR182"	"ENSMUSG00000058396"	"Gpr182"	71.5347	72.6131	1	75	72.0739
"56381"	"ENSG00000169508"	"GPR183"	"ENSMUSG00000051212"	"Gpr183"	86.9806	87.9552	1	100	87.4679
"55159"	"ENSG00000183150"	"GPR19"	"ENSMUSG00000032641"	"Gpr19"	89.1566	89.1566	1	100	89.1566
"32740"	"ENSG00000204882"	"GPR20"	"ENSMUSG00000045281"	"Gpr20"	82.6816	82.6816	1	100	82.6816
"29522"	"ENSG00000188394"	"GPR21"	"ENSMUSG00000053164"	"Gpr21"	91.1175	91.1175	1	75	91.1175
"46217"	"ENSG00000172209"	"GPR22"	"ENSMUSG00000044067"	"Gpr22"	96.7667	89.339	1	75	93.05285
"42498"	"ENSG00000170128"	"GPR25"	"ENSMUSG00000052759"	"Gpr25"	74.7922	75.419	1	100	75.1056
"33909"	"ENSG00000154478"	"GPR26"	"ENSMUSG00000040125"	"Gpr26"	95.2522	95.2522	1	100	95.2522
"31441"	"ENSG00000170837"	"GPR27"	"ENSMUSG00000072875"	"Gpr27"	97.0667	96.0422	1	100	96.55445
"52757"	"ENSG00000181773"	"GPR3"	"ENSMUSG00000049649"	"Gpr3"	93.6364	93.6364	1	100	93.6364
"56499"	"ENSG00000120436"	"GPR31"	"ENSMUSG00000071311"	"Gpr31b"	61.1285	61.1285	1	0	61.1285
"67160"	"ENSG00000214943"	"GPR33"	"ENSMUSG00000035148"	"Gpr33"	72.0721	70.7965	1	100	71.4343
"15616"	"ENSG00000171659"	"GPR34"	"ENSMUSG00000040229"	"Gpr34"	89.7638	91.2	1	100	90.4819
"65907"	"ENSG00000178623"	"GPR35"	"ENSMUSG00000026271"	"Gpr35"	65.8824	72.9642	1	75	69.4233
"6065"	"ENSG00000170775"	"GPR37"	"ENSMUSG00000039904"	"Gpr37"	81.2398	83	1	100	82.1199
"56260"	"ENSG00000170075"	"GPR37L1"	"ENSMUSG00000026424"	"Gpr37l1"	90.8524	90.8524	1	100	90.8524
"34338"	"ENSG00000183840"	"GPR39"	"ENSMUSG00000026343"	"Gpr39"	81.6777	81.1404	1	50	81.40905
